annotator,author,sent_id,text,WRITER-AG,WRITER-PA,EVENT,ASP-EVENT,REP-EVENT,STATE,ORG,LOC,TIME
marco,Q188093,148.0,"Between 1942 and 1949, Hughes was a frequent writer and served on the editorial board of Common Ground, a literary magazine focused on cultural pluralism in the United States published by the Common Council for American Unity (CCAU).  (Langston Hughes)",Hughes,,,,,writer,of Common Ground,,Between 1942 and 1949
marco,Q188093,148.0,"Between 1942 and 1949, Hughes was a frequent writer and served on the editorial board of Common Ground, a literary magazine focused on cultural pluralism in the United States published by the Common Council for American Unity (CCAU).  (Langston Hughes)",Hughes,,,,,served,of Common Ground,,Between 1942 and 1949
marco,Q188093,148.0,"Between 1942 and 1949, Hughes was a frequent writer and served on the editorial board of Common Ground, a literary magazine focused on cultural pluralism in the United States published by the Common Council for American Unity (CCAU).  (Langston Hughes)",,Common Ground,,,,published,by the Common Council for American Unity (CCAU),,
marco,Q19718416,27.0,"According to Prof. Myint Myint Aye, the retired head of the Department of Medicine at the Institute of Medicine, Mandalay (1987–1990), her elder colleague was ""widely respected for her excellent lectures and informative clinical bedside teachings"", and ""she recruited young graduates with promising potential and built the strongest department of medicine in Burma which produced hundreds and thousands of doctors meeting the international standard.  (Myint Myint Khin)",she,,built,,,,,in Burma,
marco,Q19718416,27.0,"According to Prof. Myint Myint Aye, the retired head of the Department of Medicine at the Institute of Medicine, Mandalay (1987–1990), her elder colleague was ""widely respected for her excellent lectures and informative clinical bedside teachings"", and ""she recruited young graduates with promising potential and built the strongest department of medicine in Burma which produced hundreds and thousands of doctors meeting the international standard.  (Myint Myint Khin)",,her elder colleague,,,,respected,,,
marco,Q19718416,27.0,"According to Prof. Myint Myint Aye, the retired head of the Department of Medicine at the Institute of Medicine, Mandalay (1987–1990), her elder colleague was ""widely respected for her excellent lectures and informative clinical bedside teachings"", and ""she recruited young graduates with promising potential and built the strongest department of medicine in Burma which produced hundreds and thousands of doctors meeting the international standard.  (Myint Myint Khin)",her,,,,,lectures,,,
marco,Q2327358,231.0,"She was invited to take part in an economic conference in Little Rock, Arkansas and participated in his transition team for the presidency.  (Wilma Mankiller)",,She,invited,,,,,,
marco,Q2327358,231.0,"She was invited to take part in an economic conference in Little Rock, Arkansas and participated in his transition team for the presidency.  (Wilma Mankiller)",She,,take,,,,,in Little Rock,
marco,Q2327358,231.0,"She was invited to take part in an economic conference in Little Rock, Arkansas and participated in his transition team for the presidency.  (Wilma Mankiller)",She,,participated,,,,,,
marco,Q7262516,36.0,"In 2011 he participated in the launch of the Lontar Foundation's Modern Library of Indonesia, a series of Indonesian novels translated into English.  (Putu Wijaya)",he,,participated,,,,,,In 2011
marco,Q7262516,36.0,"In 2011 he participated in the launch of the Lontar Foundation's Modern Library of Indonesia, a series of Indonesian novels translated into English.  (Putu Wijaya)",he,,launch,,,,of the Lontar Foundation's Modern Library of Indonesia,,In 2011
marco,Q5133017,0.0,"Clifford Nelson Fyle (March 29, 1933 – January 18, 2006) was a Sierra Leonean academic and author, known for writing the lyrics to the Sierra Leone National Anthem.  (Clifford Nelson Fyle)",Clifford Nelson Fyle,,,,,academic,,,
marco,Q5133017,0.0,"Clifford Nelson Fyle (March 29, 1933 – January 18, 2006) was a Sierra Leonean academic and author, known for writing the lyrics to the Sierra Leone National Anthem.  (Clifford Nelson Fyle)",,Clifford Nelson Fyle,writing,,known,,,,
marco,Q5133017,0.0,"Clifford Nelson Fyle (March 29, 1933 – January 18, 2006) was a Sierra Leonean academic and author, known for writing the lyrics to the Sierra Leone National Anthem.  (Clifford Nelson Fyle)",Clifford Nelson Fyle,,,,,author,,,
marco,Q87455,43.0,"In 1953, he was appointed a lecturer at the Monastic College in Helwan, offering courses in Theology there, and in the same year he began his dialogue with Jehovah's Witnesses, writing articles about their beliefs in the Sunday School Magazine.  (Shenouda III of Alexandria)",,he,appointed,,,,at the Monastic College,in Helwan,In 1953
marco,Q87455,43.0,"In 1953, he was appointed a lecturer at the Monastic College in Helwan, offering courses in Theology there, and in the same year he began his dialogue with Jehovah's Witnesses, writing articles about their beliefs in the Sunday School Magazine.  (Shenouda III of Alexandria)",he,,,,,offering,at the Monastic College,,
marco,Q87455,43.0,"In 1953, he was appointed a lecturer at the Monastic College in Helwan, offering courses in Theology there, and in the same year he began his dialogue with Jehovah's Witnesses, writing articles about their beliefs in the Sunday School Magazine.  (Shenouda III of Alexandria)",he,,,began,,dialogue,,,in the same year
marco,Q87455,43.0,"In 1953, he was appointed a lecturer at the Monastic College in Helwan, offering courses in Theology there, and in the same year he began his dialogue with Jehovah's Witnesses, writing articles about their beliefs in the Sunday School Magazine.  (Shenouda III of Alexandria)",he,,,,,writing,in the Sunday School Magazine,,
marco,Q21597909,2.0,"He has published several articles and a book, A Handbook on Indian Medicinal Plants, on the traditional Indian medicine system, The Government of India awarded him the fourth highest civilian honour of the Padma Shri, in 2005, for his contributions to Indian medicine.  (P. N. V. Kurup)",He,,published,,,,,,
marco,Q21597909,2.0,"He has published several articles and a book, A Handbook on Indian Medicinal Plants, on the traditional Indian medicine system, The Government of India awarded him the fourth highest civilian honour of the Padma Shri, in 2005, for his contributions to Indian medicine.  (P. N. V. Kurup)",,him,awarded,,,,The Government of India,,in 2005
marco,Q21597909,2.0,"He has published several articles and a book, A Handbook on Indian Medicinal Plants, on the traditional Indian medicine system, The Government of India awarded him the fourth highest civilian honour of the Padma Shri, in 2005, for his contributions to Indian medicine.  (P. N. V. Kurup)",his,,contributions,,,,,,
marco,Q273233,180.0,Robeson was later called before the Tenney Committee where he responded to questions about his affiliation with the Communist Party USA (CPUSA) by testifying that he was not a member of the CPUSA.  (Paul Robeson),,Robeson,called,,,,the Tenney Committee,,
marco,Q273233,180.0,Robeson was later called before the Tenney Committee where he responded to questions about his affiliation with the Communist Party USA (CPUSA) by testifying that he was not a member of the CPUSA.  (Paul Robeson),he,,,,responded,,,,
marco,Q273233,180.0,Robeson was later called before the Tenney Committee where he responded to questions about his affiliation with the Communist Party USA (CPUSA) by testifying that he was not a member of the CPUSA.  (Paul Robeson),his,,,,,affiliation,with the Communist Party USA (CPUSA),,
marco,Q273233,180.0,Robeson was later called before the Tenney Committee where he responded to questions about his affiliation with the Communist Party USA (CPUSA) by testifying that he was not a member of the CPUSA.  (Paul Robeson),he,,,,testifying,member,of the CPUSA,,
marco,Q18750364,7.0,"During his tenure there, he is reported to have been successful in establishing the Department of Special Assistance, (DSA Sanskrit) at the university.  (Ramaranjan Mukherji)",his,,,,,tenure,,,
marco,Q18750364,7.0,"During his tenure there, he is reported to have been successful in establishing the Department of Special Assistance, (DSA Sanskrit) at the university.  (Ramaranjan Mukherji)",,he,,,reported,,,,
marco,Q18750364,7.0,"During his tenure there, he is reported to have been successful in establishing the Department of Special Assistance, (DSA Sanskrit) at the university.  (Ramaranjan Mukherji)",he,,,,,successful,,,
marco,Q18750364,7.0,"During his tenure there, he is reported to have been successful in establishing the Department of Special Assistance, (DSA Sanskrit) at the university.  (Ramaranjan Mukherji)",he,,establishing,,,,"the Department of Special Assistance, (DSA Sanskrit)",,
marco,Q6552650,48.0,"— an exploration of Caribbean history through music, mime and dance — was performed in London, the first play by a Black writer at the Institute of Contemporary Arts (with an all-Black cast, including Yemi Ajibade, Yulisa Amadu Maddy, Leslie Palmer, Eddie Tagoe, Karene Wallace, Basil Wanzira, and Elvania Zirimu, directed by Horace Ové) and filmed for a special edition of the BBC 2's arts and entertainment programme Full House (broadcast on Saturday, 3 February 1973) devoted to the work of West Indian writers, artists, musicians and filmmakers.  (Lindsay Barrett)",by a Black writer,,,,,play,at the Institute of Contemporary Arts,in London,
marco,Q6552650,48.0,"— an exploration of Caribbean history through music, mime and dance — was performed in London, the first play by a Black writer at the Institute of Contemporary Arts (with an all-Black cast, including Yemi Ajibade, Yulisa Amadu Maddy, Leslie Palmer, Eddie Tagoe, Karene Wallace, Basil Wanzira, and Elvania Zirimu, directed by Horace Ové) and filmed for a special edition of the BBC 2's arts and entertainment programme Full House (broadcast on Saturday, 3 February 1973) devoted to the work of West Indian writers, artists, musicians and filmmakers.  (Lindsay Barrett)",,the first play,filmed,,,,of the BBC 2's arts and entertainment programme Full House,,
marco,Q4120439,2.0,"In 1967, Grand Ayatollah Muhsin al-Hakim sent him to Kuwait to educate Shia people.  (Ali Al-Kourani)",,him,sent,,,,,to Kuwait,In 1967
marco,Q4120439,2.0,"In 1967, Grand Ayatollah Muhsin al-Hakim sent him to Kuwait to educate Shia people.  (Ali Al-Kourani)",him,,,,,educate,,Kuwait,
marco,Q18720252,74.0,"There, she began a relationship with artist/musician Peter Van Riper, who had been Forti's housemate while working in the CalArts scene from 1970 to 1972.  (Nea Anna Simone)",she,,,began,,relationship,,,
marco,Q93754298,27.0,"Appointed a Fellow on the Royal Literary Fund Fellowship Programme, Young was writer-in-residence at the University of Sheffield (2014–16).  (Kerry Young)",,Young,Appointed,,,,on the Royal Literary Fund Fellowship Programme,,
marco,Q93754298,27.0,"Appointed a Fellow on the Royal Literary Fund Fellowship Programme, Young was writer-in-residence at the University of Sheffield (2014–16).  (Kerry Young)",Young,,,,,writer,at the University of Sheffield,,2014–16
