author,sent_id,text,ARGx-LOC,STATE,TIME,WRITER-ARG0,REP-EVENT,EVENT,ARGx-ORG,ASP-EVENT,WRITER-ARGx,lemma
Q208468,29,"She returned to the East and relocated to Kolkata, India, in 2004, where she lived until 2007.  (Taslima Nasrin)","to Kolkata, India",,in 2004,She,,relocated,,,,relocate
Q208468,29,"She returned to the East and relocated to Kolkata, India, in 2004, where she lived until 2007.  (Taslima Nasrin)","Kolkata, India",lived,until 2007,she,,,,,,live
Q3349739,30,Rumi took part in many actions against Pakistan army.  (Jahanara Imam),,part,,Rumi,,,against Pakistan army,,,part
Q188093,148,"Between 1942 and 1949, Hughes was a frequent writer and served on the editorial board of Common Ground, a literary magazine focused on cultural pluralism in the United States published by the Common Council for American Unity (CCAU).  (Langston Hughes)",,writer,Between 1942 and 1949,Hughes,,,of Common Ground,,,writer
Q188093,148,"Between 1942 and 1949, Hughes was a frequent writer and served on the editorial board of Common Ground, a literary magazine focused on cultural pluralism in the United States published by the Common Council for American Unity (CCAU).  (Langston Hughes)",,served,Between 1942 and 1949,Hughes,,,of Common Ground,,,serve
Q188093,148,"Between 1942 and 1949, Hughes was a frequent writer and served on the editorial board of Common Ground, a literary magazine focused on cultural pluralism in the United States published by the Common Council for American Unity (CCAU).  (Langston Hughes)",,published,,,,,by the Common Council for American Unity (CCAU),,Common Ground,publish
Q19718416,27,"According to Prof. Myint Myint Aye, the retired head of the Department of Medicine at the Institute of Medicine, Mandalay (1987–1990), her elder colleague was ""widely respected for her excellent lectures and informative clinical bedside teachings"", and ""she recruited young graduates with promising potential and built the strongest department of medicine in Burma which produced hundreds and thousands of doctors meeting the international standard.  (Myint Myint Khin)",in Burma,,,she,,built,,,,build
Q19718416,27,"According to Prof. Myint Myint Aye, the retired head of the Department of Medicine at the Institute of Medicine, Mandalay (1987–1990), her elder colleague was ""widely respected for her excellent lectures and informative clinical bedside teachings"", and ""she recruited young graduates with promising potential and built the strongest department of medicine in Burma which produced hundreds and thousands of doctors meeting the international standard.  (Myint Myint Khin)",,respected,,,,,,,her elder colleague,respect
Q19718416,27,"According to Prof. Myint Myint Aye, the retired head of the Department of Medicine at the Institute of Medicine, Mandalay (1987–1990), her elder colleague was ""widely respected for her excellent lectures and informative clinical bedside teachings"", and ""she recruited young graduates with promising potential and built the strongest department of medicine in Burma which produced hundreds and thousands of doctors meeting the international standard.  (Myint Myint Khin)",,lectures,,her,,,,,,lecture
Q2327358,231,"She was invited to take part in an economic conference in Little Rock, Arkansas and participated in his transition team for the presidency.  (Wilma Mankiller)",,,,,,invited,,,She,invite
Q2327358,231,"She was invited to take part in an economic conference in Little Rock, Arkansas and participated in his transition team for the presidency.  (Wilma Mankiller)",in Little Rock,,,She,,take,,,,take
Q2327358,231,"She was invited to take part in an economic conference in Little Rock, Arkansas and participated in his transition team for the presidency.  (Wilma Mankiller)",,,,She,,participated,,,,participate
Q7262516,36,"In 2011 he participated in the launch of the Lontar Foundation's Modern Library of Indonesia, a series of Indonesian novels translated into English.  (Putu Wijaya)",,,In 2011,he,,participated,,,,participate
Q7262516,36,"In 2011 he participated in the launch of the Lontar Foundation's Modern Library of Indonesia, a series of Indonesian novels translated into English.  (Putu Wijaya)",,,In 2011,he,,launch,of the Lontar Foundation's Modern Library of Indonesia,,,launch
Q5133017,0,"Clifford Nelson Fyle (March 29, 1933 – January 18, 2006) was a Sierra Leonean academic and author, known for writing the lyrics to the Sierra Leone National Anthem.  (Clifford Nelson Fyle)",,,,,known,writing,,,Clifford Nelson Fyle,write
Q5133017,0,"Clifford Nelson Fyle (March 29, 1933 – January 18, 2006) was a Sierra Leonean academic and author, known for writing the lyrics to the Sierra Leone National Anthem.  (Clifford Nelson Fyle)",,author,,Clifford Nelson Fyle,,,,,,author
Q87455,43,"In 1953, he was appointed a lecturer at the Monastic College in Helwan, offering courses in Theology there, and in the same year he began his dialogue with Jehovah's Witnesses, writing articles about their beliefs in the Sunday School Magazine.  (Shenouda III of Alexandria)",in Helwan,,In 1953,,,appointed,at the Monastic College,,he,appoint
Q87455,43,"In 1953, he was appointed a lecturer at the Monastic College in Helwan, offering courses in Theology there, and in the same year he began his dialogue with Jehovah's Witnesses, writing articles about their beliefs in the Sunday School Magazine.  (Shenouda III of Alexandria)",,offering,,he,,,at the Monastic College,,,offer
Q87455,43,"In 1953, he was appointed a lecturer at the Monastic College in Helwan, offering courses in Theology there, and in the same year he began his dialogue with Jehovah's Witnesses, writing articles about their beliefs in the Sunday School Magazine.  (Shenouda III of Alexandria)",,dialogue,in the same year,he,,,,began,,dialogue
Q87455,43,"In 1953, he was appointed a lecturer at the Monastic College in Helwan, offering courses in Theology there, and in the same year he began his dialogue with Jehovah's Witnesses, writing articles about their beliefs in the Sunday School Magazine.  (Shenouda III of Alexandria)",,writing,,he,,,in the Sunday School Magazine,,,write
Q21597909,2,"He has published several articles and a book, A Handbook on Indian Medicinal Plants, on the traditional Indian medicine system, The Government of India awarded him the fourth highest civilian honour of the Padma Shri, in 2005, for his contributions to Indian medicine.  (P. N. V. Kurup)",,,,He,,published,,,,publish
Q21597909,2,"He has published several articles and a book, A Handbook on Indian Medicinal Plants, on the traditional Indian medicine system, The Government of India awarded him the fourth highest civilian honour of the Padma Shri, in 2005, for his contributions to Indian medicine.  (P. N. V. Kurup)",,,in 2005,,,awarded,The Government of India,,him,award
Q21597909,2,"He has published several articles and a book, A Handbook on Indian Medicinal Plants, on the traditional Indian medicine system, The Government of India awarded him the fourth highest civilian honour of the Padma Shri, in 2005, for his contributions to Indian medicine.  (P. N. V. Kurup)",,,,his,,contributions,,,,contribution
Q273233,180,Robeson was later called before the Tenney Committee where he responded to questions about his affiliation with the Communist Party USA (CPUSA) by testifying that he was not a member of the CPUSA.  (Paul Robeson),,,,,,called,the Tenney Committee,,Robeson,call
Q18750364,7,"During his tenure there, he is reported to have been successful in establishing the Department of Special Assistance, (DSA Sanskrit) at the university.  (Ramaranjan Mukherji)",,tenure,,his,,,,,,tenure
Q18750364,7,"During his tenure there, he is reported to have been successful in establishing the Department of Special Assistance, (DSA Sanskrit) at the university.  (Ramaranjan Mukherji)",,,,he,,establishing,"the Department of Special Assistance, (DSA Sanskrit)",,,establish
Q6552650,48,"— an exploration of Caribbean history through music, mime and dance — was performed in London, the first play by a Black writer at the Institute of Contemporary Arts (with an all-Black cast, including Yemi Ajibade, Yulisa Amadu Maddy, Leslie Palmer, Eddie Tagoe, Karene Wallace, Basil Wanzira, and Elvania Zirimu, directed by Horace Ové) and filmed for a special edition of the BBC 2's arts and entertainment programme Full House (broadcast on Saturday, 3 February 1973) devoted to the work of West Indian writers, artists, musicians and filmmakers.  (Lindsay Barrett)",in London,play,,by a Black writer,,,at the Institute of Contemporary Arts,,,play
Q6552650,48,"— an exploration of Caribbean history through music, mime and dance — was performed in London, the first play by a Black writer at the Institute of Contemporary Arts (with an all-Black cast, including Yemi Ajibade, Yulisa Amadu Maddy, Leslie Palmer, Eddie Tagoe, Karene Wallace, Basil Wanzira, and Elvania Zirimu, directed by Horace Ové) and filmed for a special edition of the BBC 2's arts and entertainment programme Full House (broadcast on Saturday, 3 February 1973) devoted to the work of West Indian writers, artists, musicians and filmmakers.  (Lindsay Barrett)",,,,,,filmed,of the BBC 2's arts and entertainment programme Full House,,the first play,film
Q4120439,2,"In 1967, Grand Ayatollah Muhsin al-Hakim sent him to Kuwait to educate Shia people.  (Ali Al-Kourani)",to Kuwait,,In 1967,,,sent,,,him,send
Q4120439,2,"In 1967, Grand Ayatollah Muhsin al-Hakim sent him to Kuwait to educate Shia people.  (Ali Al-Kourani)",Kuwait,educate,,him,,,,,,educate
Q18720252,74,"There, she began a relationship with artist/musician Peter Van Riper, who had been Forti's housemate while working in the CalArts scene from 1970 to 1972.  (Nea Anna Simone)",,relationship,,she,,,,began,,relationship
Q93754298,27,"Appointed a Fellow on the Royal Literary Fund Fellowship Programme, Young was writer-in-residence at the University of Sheffield (2014–16).  (Kerry Young)",,,,,,Appointed,on the Royal Literary Fund Fellowship Programme,,Young,appoint
Q93754298,27,"Appointed a Fellow on the Royal Literary Fund Fellowship Programme, Young was writer-in-residence at the University of Sheffield (2014–16).  (Kerry Young)",,writer,2014–16,Young,,,at the University of Sheffield,,,writer
Q28037487,46,"Finally, Houston co-wrote a textbook with a woman named Christine List called The Screenwriter's Guidebook: Learning from African American Film and Television Writers.  (Christine Houston)",,,,Houston,,wrote,,,,write
Q6236380,7,"The whole family returned to India, where Bowen spent an unhappy year living in the YMCA in Calcutta and working in a semi-clerical job.  (John Griffith Bowen)",to India,,,The whole family,,returned,,,,return
